date,closing_price,starting_price,high_price,low_price,trans_thd,trans_vol_mil,mkt_cap_mil
2010/03/25,1688.39,1680.42,1688.39,1677.05,389686,4558932,901685866
2010/03/26,1697.72,1683.96,1699.94,1680.91,397620,4166334,906670913
2010/03/29,1691.99,1681.99,1699.81,1681.44,339607,4205866,903702256
2010/03/30,1700.19,1705.51,1705.57,1693.83,321044,4820641,908044975
2010/03/31,1692.85,1702.58,1704.81,1689.92,328321,4847301,903948740
2010/04/01,1719.17,1695.30,1719.74,1695.30,296992,6003365,918784010
2010/04/02,1723.49,1723.29,1725.39,1715.56,355088,6354412,921271108
2010/04/05,1724.99,1728.27,1731.00,1711.16,426894,5685854,922456412
2010/04/06,1726.09,1732.98,1732.98,1719.14,420897,4875479,923124073
2010/04/07,1726.60,1725.31,1729.23,1722.19,399748,5655321,923283939
2010/04/08,1733.78,1722.13,1733.78,1719.51,362550,4745542,927000981
2010/04/09,1724.47,1735.00,1737.45,1710.11,452531,6130542,921897109
2010/04/12,1710.30,1730.37,1733.30,1707.92,416640,5918395,913783752
2010/04/13,1710.59,1714.96,1716.09,1699.58,369616,4454842,914020431
2010/04/14,1735.33,1720.42,1735.33,1720.42,431591,5802524,926166824
2010/04/15,1743.91,1745.52,1747.38,1729.59,464868,6933972,930696161
2010/04/16,1734.49,1742.24,1743.65,1723.28,381109,5092817,925804923
2010/04/19,1705.30,1708.39,1720.03,1700.69,367560,4389101,910310632
2010/04/20,1718.03,1715.83,1721.36,1710.18,522273,4990814,917129864
2010/04/21,1747.58,1730.37,1748.19,1729.77,535040,6077583,932906416
2010/04/22,1739.52,1737.29,1740.04,1727.61,528081,5823184,928433331
2010/04/23,1737.03,1747.92,1748.46,1732.88,463207,5536085,927159786
2010/04/26,1752.20,1745.98,1757.76,1745.80,420566,5250249,935243353
2010/04/27,1749.55,1748.84,1756.15,1742.27,432378,5538538,933803018
2010/04/28,1733.91,1716.17,1733.91,1714.53,399810,6540808,925675327
2010/04/29,1728.42,1738.77,1738.77,1720.67,446710,6562016,924728421
2010/04/30,1741.56,1742.32,1749.69,1739.81,412070,6702966,931743291
2010/05/03,1721.21,1735.68,1740.15,1709.81,414096,5509842,921180466
2010/05/04,1718.75,1730.57,1734.47,1714.17,380986,5364320,920037896
2010/05/06,1684.71,1679.79,1689.16,1674.11,448574,6360484,901900762
2010/05/07,1647.50,1632.45,1658.30,1625.83,456385,7459775,882208816
2010/05/10,1677.63,1661.61,1679.58,1654.41,383504,5562984,898049178
2010/05/11,1670.24,1692.40,1692.40,1661.71,457059,6506293,893959781
2010/05/12,1663.03,1678.79,1680.16,1657.67,453193,7312864,913276736
2010/05/13,1694.58,1683.76,1700.00,1682.91,400383,6029729,930615536
2010/05/14,1695.63,1685.75,1699.59,1677.44,432900,6908005,931471637
2010/05/17,1651.51,1668.57,1673.01,1644.71,402483,7136386,907791479
2010/05/18,1643.24,1662.31,1663.15,1629.35,493335,6827672,902965959
2010/05/19,1630.08,1621.32,1630.31,1601.54,417503,6758714,897971917
2010/05/20,1600.18,1624.17,1640.47,1591.93,358176,6560697,881621564
2010/05/24,1604.93,1589.83,1612.91,1585.62,270820,4799504,884367222
2010/05/25,1560.83,1585.17,1585.60,1532.68,475232,6847295,859934328
2010/05/26,1582.12,1575.29,1582.12,1549.65,358160,6577114,871410440
2010/05/27,1607.50,1565.59,1611.59,1565.40,357562,6215660,885508790
2010/05/28,1622.78,1630.14,1630.18,1606.76,315905,5978492,894077351
2010/05/31,1641.25,1625.08,1641.25,1621.09,299379,4431497,904296219
2010/06/01,1630.40,1634.55,1643.08,1623.40,314095,4900311,898272667
2010/06/03,1661.84,1643.74,1663.67,1641.77,308760,5180057,915532558
2010/06/04,1664.13,1660.99,1670.94,1658.52,286093,5138448,917028169
2010/06/07,1637.97,1628.06,1638.88,1618.57,300882,4872723,902839217
2010/06/08,1651.48,1635.01,1656.37,1630.43,280288,4997058,910046701
2010/06/09,1647.22,1653.12,1655.61,1638.38,315107,5476071,907467495
2010/06/10,1651.70,1651.92,1662.32,1643.71,307927,5423395,910215284
2010/06/11,1675.34,1674.61,1681.70,1662.75,369418,5402053,923611652
2010/06/14,1690.60,1683.29,1698.21,1681.95,373941,4737544,932189643
2010/06/15,1690.03,1687.85,1696.74,1684.52,347778,4713055,931915271
2010/06/16,1705.33,1707.98,1710.57,1694.92,379960,5512488,940338972
2010/06/17,1707.92,1707.29,1711.48,1701.28,369769,5598360,941741376
2010/06/18,1711.95,1710.40,1712.35,1701.92,293742,4554904,943747029
2010/06/21,1739.68,1728.37,1741.48,1723.77,391909,5991423,958803394
2010/06/22,1731.48,1727.96,1734.42,1723.96,404657,5313986,953963694
2010/06/23,1725.82,1722.52,1731.78,1721.41,371812,5010100,950774181
2010/06/24,1739.87,1724.85,1739.87,1721.72,313775,4445509,958495179
2010/06/25,1729.84,1721.53,1733.70,1719.08,303712,4700317,953099776
2010/06/28,1732.03,1734.53,1735.27,1726.25,346985,4035147,954273683
2010/06/29,1707.76,1735.31,1739.97,1703.47,381278,4962841,940920503
2010/06/30,1698.29,1678.54,1699.55,1675.47,341735,5402907,936499676
2010/07/01,1686.24,1687.00,1693.90,1664.54,327662,5830574,929552733
2010/07/02,1671.82,1688.95,1693.75,1667.38,344945,5546653,921964283
2010/07/05,1675.37,1675.43,1680.39,1664.22,356620,4188329,924209362
2010/07/06,1684.94,1664.87,1684.94,1650.30,337490,4913935,929643093
2010/07/07,1675.65,1685.77,1685.77,1668.61,345702,4631633,923980916
2010/07/08,1698.64,1699.17,1702.65,1692.93,330725,5115965,936618008
2010/07/09,1723.01,1708.72,1723.14,1697.61,471781,5582673,950204460
2010/07/12,1734.05,1731.73,1734.05,1724.60,345884,4677173,956636107
2010/07/13,1735.08,1737.92,1750.48,1732.85,412054,5669972,957189623
2010/07/14,1758.01,1754.43,1764.81,1754.12,534459,8079352,970078653
2010/07/15,1751.29,1754.71,1759.19,1748.98,392853,5571613,966531098
2010/07/16,1738.45,1751.20,1754.28,1736.66,376493,6033762,959402230
2010/07/19,1731.95,1719.14,1737.90,1717.97,282114,4550744,955706635
2010/07/20,1736.77,1727.38,1740.82,1724.60,308028,4875406,958707034
2010/07/21,1748.78,1752.69,1755.66,1740.11,375929,5856048,965400613
2010/07/22,1735.53,1744.70,1752.58,1732.49,405179,7179374,957878764
2010/07/23,1758.06,1756.38,1760.62,1745.04,372764,7037711,970315129
2010/07/26,1769.07,1760.10,1774.05,1758.99,320599,5166245,976682973
2010/07/27,1768.31,1775.47,1778.72,1765.42,361543,5845757,976606892
2010/07/28,1773.47,1773.69,1775.82,1764.54,325704,5262638,979522597
2010/07/29,1770.88,1770.44,1776.96,1767.96,348622,5440527,978094023
2010/07/30,1759.33,1768.24,1774.74,1754.58,370940,5341377,972819699
2010/08/02,1782.27,1771.38,1784.10,1767.60,332860,5819380,985548361
2010/08/03,1790.60,1796.00,1796.28,1784.57,349328,5613675,990211755
2010/08/04,1789.26,1795.23,1795.23,1774.48,335353,5785528,989622736
2010/08/05,1783.86,1796.63,1797.42,1773.49,338135,6250711,986327791
2010/08/06,1783.83,1782.47,1785.98,1769.46,336264,5690651,985995899
2010/08/09,1790.17,1779.38,1790.21,1776.72,290699,4133761,989373643
2010/08/10,1781.13,1792.12,1794.55,1779.57,301059,4965797,984549718
2010/08/11,1758.19,1775.34,1776.99,1754.18,380356,5459258,972024641
2010/08/12,1721.75,1731.34,1742.80,1721.75,359759,5414134,952197657
2010/08/13,1746.24,1731.15,1747.11,1725.24,278600,4474350,965901860
2010/08/16,1743.31,1735.36,1746.02,1716.86,314462,4185652,964390896
2010/08/17,1755.03,1737.36,1757.22,1734.51,426997,4547668,970695392
2010/08/18,1761.99,1763.84,1765.01,1753.68,371485,5021971,974584811
2010/08/19,1779.64,1763.60,1781.07,1762.98,344946,5249783,984223077
2010/08/20,1775.54,1769.02,1776.35,1765.58,362004,5128307,981855146
2010/08/23,1767.71,1780.59,1788.71,1766.77,330335,5313811,977559262
2010/08/24,1760.53,1757.10,1771.76,1749.11,401705,5154349,973681852
2010/08/25,1734.79,1745.77,1753.57,1734.79,346278,4777175,959346031
2010/08/26,1729.76,1744.08,1744.40,1729.76,303049,4639292,956639479
2010/08/27,1729.56,1724.00,1732.84,1719.20,245581,4090190,956732482
2010/08/30,1760.13,1749.02,1760.35,1746.21,247358,3958870,973315157
2010/08/31,1742.75,1746.85,1752.07,1736.23,289492,5079126,963954317
2010/09/01,1764.69,1751.96,1767.21,1748.30,305273,5867851,976057545
2010/09/02,1775.73,1783.22,1783.85,1767.67,292784,5685857,982044933
2010/09/03,1780.02,1780.80,1786.04,1774.95,312016,6057612,984214267
2010/09/06,1792.42,1791.76,1794.07,1784.49,328107,5458249,990985527
2010/09/07,1787.74,1792.07,1796.50,1786.37,316856,4837178,988452926
2010/09/08,1779.22,1780.48,1785.48,1770.78,322531,5004817,983842645
2010/09/09,1784.36,1786.83,1790.47,1775.07,367865,6096389,986752396
2010/09/10,1802.58,1792.75,1808.18,1791.95,340652,5591152,996742659
2010/09/13,1818.86,1812.03,1819.12,1807.59,386840,6867751,1007184438
2010/09/14,1815.25,1824.78,1827.03,1810.78,387030,6878189,1005131074
2010/09/15,1823.88,1817.30,1827.00,1813.09,338940,6657851,1009852827
2010/09/16,1811.85,1822.35,1824.61,1811.85,336254,5965157,1003367461
2010/09/17,1827.35,1823.64,1828.54,1812.05,317384,6832277,1011958351
2010/09/20,1832.63,1821.52,1833.78,1818.60,242696,4218241,1015036288
2010/09/24,1846.60,1830.22,1846.60,1825.80,274233,5673686,1022718443
2010/09/27,1860.83,1856.42,1862.03,1851.97,383634,7005346,1030492517
2010/09/28,1855.97,1859.04,1862.72,1852.52,357138,6445292,1028220093
2010/09/29,1866.45,1865.27,1873.79,1864.43,359928,7338218,1034041887
2010/09/30,1872.81,1870.21,1872.81,1861.18,353547,6297980,1037666712
2010/10/01,1876.73,1872.39,1884.00,1868.90,366197,6920430,1040141242
2010/10/04,1879.29,1884.49,1889.50,1875.93,392497,7256261,1041862613
2010/10/05,1878.94,1874.10,1885.00,1868.89,342730,6442690,1041756503
2010/10/06,1903.95,1897.07,1905.73,1894.02,392055,7703166,1055780889
2010/10/07,1900.85,1901.20,1906.02,1893.14,398965,7624706,1053858434
2010/10/08,1897.07,1900.86,1900.86,1887.98,374068,7124179,1051643396
2010/10/11,1889.91,1908.55,1909.01,1885.08,341188,6186663,1047546037
2010/10/12,1868.04,1892.27,1893.13,1857.93,315470,5929050,1035226801
2010/10/13,1876.15,1878.58,1881.20,1866.41,318752,6036499,1039771676
2010/10/14,1899.76,1886.68,1899.76,1884.45,375104,7577576,1053019792
2010/10/15,1902.29,1898.85,1903.25,1893.76,369334,6382288,1054615809
2010/10/18,1875.42,1904.57,1904.79,1875.42,372186,5673425,1040034795
2010/10/19,1857.32,1878.98,1885.23,1857.32,426766,5789406,1030249139
2010/10/20,1870.44,1844.41,1875.76,1837.08,367890,5941455,1037656259
2010/10/21,1874.69,1878.51,1879.08,1858.38,414874,7202137,1040401039
2010/10/22,1897.31,1882.08,1897.31,1880.25,348416,5958618,1052924511
2010/10/25,1915.71,1902.51,1918.87,1899.08,408170,6625331,1063076227
2010/10/26,1919.41,1913.25,1919.56,1909.27,351859,6579873,1065165723
2010/10/27,1909.54,1919.48,1924.61,1902.18,392949,6836415,1059605447
2010/10/28,1907.87,1909.38,1914.89,1901.80,348383,5599971,1058786941
2010/10/29,1882.95,1913.61,1913.95,1875.31,375835,6067064,1045085747
2010/11/01,1914.74,1889.57,1914.74,1880.25,343303,6074095,1062600383
2010/11/02,1918.04,1912.28,1920.29,1907.18,340827,6498418,1064288619
2010/11/03,1935.97,1931.13,1943.23,1930.11,358980,6831168,1074183559
2010/11/04,1942.50,1941.56,1945.58,1936.04,324776,6432446,1078243937
2010/11/05,1938.96,1962.34,1966.99,1938.57,401398,7966855,1076478510
2010/11/08,1942.41,1946.76,1948.44,1930.29,312654,5493256,1078390143
2010/11/09,1947.46,1943.56,1947.66,1935.38,298819,6179718,1080933517
2010/11/10,1967.85,1945.73,1967.85,1945.28,366013,6620584,1092411837
2010/11/11,1914.73,1966.50,1976.46,1914.73,373175,9622796,1063573102
2010/11/12,1913.12,1951.35,1958.22,1899.49,465469,9459309,1062551918
2010/11/15,1913.81,1918.69,1925.43,1900.25,303805,6156939,1063057803
2010/11/16,1899.13,1912.11,1916.07,1890.00,336328,7041556,1055199128
2010/11/17,1897.11,1877.23,1908.17,1875.34,293292,5852088,1054090202
2010/11/18,1927.86,1908.38,1929.24,1904.37,271425,5730263,1071012988
2010/11/19,1940.96,1936.74,1940.96,1927.81,292691,6090464,1078548325
2010/11/22,1944.34,1947.01,1954.78,1939.51,330550,7475441,1080704923
2010/11/23,1928.94,1938.91,1943.48,1919.15,377790,7441082,1072265418
2010/11/24,1925.98,1883.92,1928.45,1882.52,451503,8125499,1070708265
2010/11/25,1927.68,1934.97,1935.59,1916.16,323352,5732687,1071596123
2010/11/26,1901.80,1932.78,1936.72,1893.94,459214,5826764,1057348299
2010/11/29,1895.54,1904.95,1912.53,1880.58,299801,4611454,1053688675
2010/11/30,1904.63,1889.89,1917.57,1889.86,443688,6207086,1058643583
2010/12/01,1929.32,1907.70,1929.32,1904.71,339157,5030412,1072337266
2010/12/02,1950.26,1943.71,1950.26,1940.23,439005,5924099,1084473621
2010/12/03,1957.26,1960.61,1960.61,1948.51,438585,6911006,1088422226
2010/12/06,1953.64,1961.23,1961.47,1946.35,460284,5519111,1086365254
2010/12/07,1962.52,1955.63,1964.64,1952.56,639162,6303216,1091261787
2010/12/08,1955.72,1960.30,1970.91,1953.97,496386,5509381,1087565739
2010/12/09,1988.96,1963.88,1988.96,1961.68,448349,7015508,1105948367
2010/12/10,1986.14,1984.11,1991.96,1979.73,373855,5592144,1104289539
2010/12/13,1996.59,1993.42,1997.36,1983.93,385628,5176667,1110057744
2010/12/14,2009.05,2000.60,2009.05,1996.82,396589,6484482,1118279306
2010/12/15,2017.48,2009.20,2017.48,2004.06,490269,6691418,1122919615
2010/12/16,2009.24,2009.86,2019.49,2002.33,362506,5473248,1118212719
2010/12/17,2026.30,2018.28,2027.55,2010.75,503495,6909515,1127884814
2010/12/20,2020.28,2008.14,2021.70,1996.44,409153,7207171,1124644910
2010/12/21,2037.09,2035.11,2043.81,2032.66,370450,7396369,1133777121
2010/12/22,2038.11,2039.35,2045.39,2035.25,335352,6204326,1134396979
2010/12/23,2037.53,2042.41,2043.62,2028.78,341067,5238857,1134508353
2010/12/24,2029.60,2040.64,2042.89,2027.96,317438,5437041,1130297621
2010/12/27,2022.19,2024.56,2034.62,2018.75,282872,5396242,1126534941
2010/12/28,2033.32,2028.41,2041.83,2026.57,360188,6051666,1132715013
2010/12/29,2043.49,2028.57,2043.49,2027.52,282562,5054605,1137698520
2010/12/30,2051.00,2047.82,2052.97,2041.66,305881,5396897,1141885458
2011/01/03,2070.08,2063.69,2070.09,2054.83,354083,5941471,1153204185
2011/01/04,2085.14,2074.56,2085.14,2069.12,415907,7799740,1163384106
2011/01/05,2082.55,2083.10,2087.14,2076.92,386065,8609367,1162008606
2011/01/06,2077.61,2094.35,2096.65,2066.10,407829,8804442,1159300879
2011/01/07,2086.20,2073.68,2086.20,2068.66,335559,7675865,1164242711
2011/01/10,2080.81,2082.29,2088.64,2069.30,342637,7324759,1161296287
2011/01/11,2088.32,2079.85,2088.32,2059.67,410949,7021419,1165326146
2011/01/12,2094.95,2091.70,2098.00,2085.99,433264,8017806,1169057029
2011/01/13,2089.48,2097.04,2109.34,2083.80,424205,9204262,1165839514
2011/01/14,2108.17,2089.70,2108.17,2076.44,424721,8901923,1176340368
2011/01/17,2099.85,2112.37,2118.86,2099.84,428364,8159169,1171862510
2011/01/18,2096.48,2095.85,2111.40,2093.32,454895,8055007,1171595151
2011/01/19,2115.69,2106.53,2119.24,2084.08,425470,8741413,1182475352
2011/01/20,2106.66,2111.41,2114.20,2102.61,335462,6610410,1177156834
2011/01/21,2069.92,2103.74,2104.39,2066.82,395396,7528693,1156643407
2011/01/24,2082.16,2067.32,2082.97,2064.00,340241,6098845,1163233466
2011/01/25,2086.67,2092.27,2105.33,2083.80,420956,7467409,1165945805
2011/01/26,2110.46,2093.59,2112.33,2092.41,369361,6249682,1179218741
2011/01/27,2115.01,2115.04,2121.06,2108.53,358857,7461008,1181918234
2011/01/28,2107.87,2115.69,2119.49,2095.36,412955,8003552,1178152242
2011/01/31,2069.73,2080.60,2089.72,2069.73,320903,7409382,1156745580
2011/02/01,2072.03,2079.92,2086.56,2071.73,290811,6225210,1152624035
2011/02/07,2081.74,2102.76,2107.83,2081.73,285936,6636790,1157785017
2011/02/08,2069.70,2090.47,2092.43,2066.71,300332,7344362,1150674402
2011/02/09,2045.58,2077.12,2077.12,2037.30,333191,6834293,1137476440
2011/02/10,2008.50,2041.07,2043.07,2008.50,309760,7207061,1116828227
2011/02/11,1977.19,2010.29,2021.42,1975.47,317289,7451991,1099355689
2011/02/14,2014.59,1999.09,2015.84,1986.94,279515,5784285,1120230499
2011/02/15,2010.52,2018.40,2029.99,2003.58,275029,5868814,1118317847
2011/02/16,1989.11,2007.08,2021.69,1989.11,297634,5750879,1105981410
2011/02/17,1977.22,2002.00,2006.59,1959.71,340276,6907021,1099612910
2011/02/18,2013.14,1989.24,2015.78,1981.75,493969,5918960,1119122425
2011/02/21,2005.30,2014.15,2014.98,1991.70,324237,5968227,1116595539
2011/02/22,1969.92,1978.34,1982.70,1958.77,346087,6230606,1096886911
2011/02/23,1961.63,1962.70,1977.99,1951.75,308586,5744760,1093424913
2011/02/24,1949.88,1957.63,1970.66,1945.41,281574,5442691,1087166638
2011/02/25,1963.43,1956.02,1965.48,1941.15,306888,5029012,1099478603
2011/02/28,1939.30,1954.40,1958.59,1935.93,263869,4698460,1086352090
2011/03/02,1928.24,1922.38,1940.78,1921.34,207670,4680863,1080377959
2011/03/03,1970.66,1942.24,1970.66,1941.23,284829,5205678,1103718170
2011/03/04,2004.68,1989.88,2008.89,1984.15,334579,6175499,1123185173
2011/03/07,1980.27,1996.48,2005.43,1978.13,255919,4802369,1109581295
2011/03/08,1996.32,1984.08,2007.24,1974.73,304750,5480526,1118716610
2011/03/09,2001.47,2007.79,2016.68,1991.52,315357,6574753,1121674598
2011/03/10,1981.58,1999.38,2001.27,1973.88,288387,7294854,1111915095
2011/03/11,1955.54,1956.34,1970.70,1949.32,267174,5541132,1097437201
2011/03/14,1971.23,1949.08,1971.23,1928.99,388622,9563434,1106686377
2011/03/15,1923.92,1966.82,1985.82,1882.09,403890,9848213,1080148447
2011/03/16,1957.97,1951.68,1965.15,1931.38,284416,7178788,1098861235
2011/03/17,1959.03,1921.59,1961.09,1919.13,305714,6935374,1099182499
2011/03/18,1981.13,1963.17,1988.04,1960.49,291299,6933050,1111377332
2011/03/21,2003.42,1985.47,2005.32,1985.15,292260,5710479,1123639050
2011/03/22,2013.66,2012.48,2016.27,2004.36,304108,7497670,1128759615
2011/03/23,2012.18,2019.18,2022.14,2005.59,312568,7605202,1128064986
2011/03/24,2036.78,2022.26,2036.93,2022.08,295492,6731748,1141778492
2011/03/25,2054.04,2058.35,2060.29,2041.72,311218,7256498,1151947697
2011/03/28,2056.39,2054.28,2059.92,2043.99,285363,6485062,1153225476
2011/03/29,2072.13,2052.87,2072.13,2050.09,250467,6321740,1161873628
2011/03/30,2091.38,2075.91,2100.20,2074.26,316864,8369190,1172989071
2011/03/31,2106.70,2098.09,2106.74,2089.12,317892,8406348,1181416523
2011/04/01,2121.01,2107.67,2121.02,2101.83,337942,7653432,1189473238
2011/04/04,2115.87,2124.37,2125.53,2103.82,301801,8092514,1186494800
2011/04/05,2130.43,2118.08,2130.43,2107.78,327665,6720871,1194593648
2011/04/06,2126.71,2129.13,2136.29,2119.66,423048,8937472,1192523858
2011/04/07,2122.14,2133.31,2135.73,2111.54,382814,7428609,1189993377
2011/04/08,2127.97,2119.01,2135.98,2118.72,392842,8880397,1193116558
2011/04/11,2122.39,2127.20,2135.33,2115.89,316066,7414401,1189910908
2011/04/12,2089.40,2117.21,2117.21,2088.67,311138,7024011,1171491052
2011/04/13,2121.92,2091.68,2121.93,2081.98,348085,6918450,1189878061
2011/04/14,2141.06,2116.49,2141.07,2109.63,371732,9509774,1200584798
2011/04/15,2140.50,2136.27,2142.71,2126.59,356652,8317169,1200271488
2011/04/18,2137.72,2146.83,2149.45,2128.02,358281,9577166,1198613311
2011/04/19,2122.68,2117.94,2136.95,2111.60,375025,9042177,1190379049
2011/04/20,2169.91,2146.38,2169.94,2138.80,374320,10274200,1216638171
2011/04/21,2198.54,2190.64,2211.36,2183.52,415980,12719486,1232457693
2011/04/22,2197.82,2203.04,2208.06,2190.87,390812,9881427,1231675174
2011/04/25,2216.00,2205.20,2218.07,2199.27,354022,8152120,1241826577
2011/04/26,2206.30,2219.47,2222.56,2196.76,439336,11481568,1236738521
2011/04/27,2206.70,2225.95,2231.47,2191.82,423198,13259094,1237255134
2011/04/28,2208.35,2215.42,2225.35,2194.15,354850,10524803,1238492930
2011/04/29,2192.36,2211.33,2219.60,2177.80,364121,11369962,1229813409
2011/05/02,2228.96,2203.09,2229.09,2202.92,302491,8417233,1250288118
2011/05/03,2200.73,2224.40,2228.04,2188.11,375103,8557282,1234459630
2011/05/04,2180.64,2196.90,2201.69,2173.21,393736,8461870,1223067127
2011/05/06,2147.45,2153.50,2156.81,2133.97,344194,8601909,1204677945
2011/05/09,2139.17,2157.95,2161.93,2136.59,253934,5874813,1200153448
2011/05/11,2166.63,2161.44,2166.63,2144.94,378036,7145271,1215421664
2011/05/12,2122.65,2139.24,2149.42,2122.60,382254,7606626,1190966104
2011/05/13,2120.08,2133.99,2134.53,2103.06,397073,8668257,1189746839
2011/05/16,2104.18,2104.67,2115.25,2097.16,273619,6244501,1180704016
2011/05/17,2102.41,2103.82,2111.44,2092.32,300785,5816925,1179634987
2011/05/18,2135.78,2110.70,2138.72,2106.41,259991,7215357,1198282118
2011/05/19,2095.51,2141.29,2143.41,2092.61,283358,7961200,1175716166
2011/05/20,2111.50,2101.45,2112.48,2084.06,282777,6182381,1184395237
2011/05/23,2055.71,2100.44,2100.44,2055.71,292953,6350014,1153458200
2011/05/24,2061.76,2052.44,2070.64,2048.55,268517,6095592,1156564018
2011/05/25,2035.87,2073.53,2082.12,2030.68,344973,6924689,1142389973
2011/05/26,2091.91,2059.93,2094.35,2056.49,296695,7279454,1173540159
2011/05/27,2100.24,2087.36,2111.36,2085.24,272782,7237259,1178266981
2011/05/30,2093.79,2115.27,2116.13,2085.75,213193,5747086,1174515169
2011/05/31,2142.47,2104.16,2146.79,2102.77,303264,9496716,1201535708
2011/06/01,2141.34,2142.67,2152.95,2132.85,294708,8124100,1201658965
2011/06/02,2114.20,2098.37,2126.80,2093.97,248779,7307482,1186603079
2011/06/03,2113.47,2123.47,2131.93,2108.75,264108,6858157,1186958412
2011/06/07,2099.71,2093.45,2106.85,2091.26,246621,6213589,1179333160
2011/06/08,2083.35,2102.97,2109.11,2068.78,281368,6665898,1170446285
2011/06/09,2071.42,2076.70,2088.82,2067.58,283662,7393646,1163744258
2011/06/10,2046.67,2085.85,2093.94,2045.24,265874,7181166,1150248425
2011/06/13,2048.74,2030.54,2057.65,2025.42,218485,5608764,1151153827
2011/06/14,2076.83,2045.22,2082.25,2040.69,209519,6201674,1167172553
2011/06/15,2086.53,2087.96,2091.00,2064.82,229156,6080612,1172762619
2011/06/16,2046.63,2057.16,2068.17,2043.81,234158,5887030,1150630652
2011/06/17,2031.93,2057.46,2058.67,2008.84,282483,8101624,1142098434
2011/06/20,2019.65,2034.35,2047.12,2017.52,229184,6377178,1134887988
2011/06/21,2048.17,2041.15,2051.19,2015.86,278610,6813490,1150933542
2011/06/22,2063.90,2066.91,2074.46,2059.36,263839,6353157,1159768465
2011/06/23,2055.86,2048.06,2064.96,2048.06,259638,5407198,1155197053
2011/06/24,2090.81,2063.92,2090.82,2062.26,294102,8104801,1174795233
2011/06/27,2070.29,2076.01,2076.94,2058.40,246532,4958947,1163016186
2011/06/28,2062.91,2092.94,2099.94,2062.91,328640,5870037,1158896707
2011/06/29,2094.42,2097.87,2098.95,2081.71,256146,5915864,1177629255
2011/06/30,2100.69,2103.59,2105.47,2091.09,257291,6428419,1183469296
2011/07/01,2125.74,2120.03,2131.67,2116.68,273414,6811813,1197691904
2011/07/04,2145.30,2143.24,2153.29,2141.98,290459,6760170,1208899354
2011/07/05,2161.75,2149.40,2163.37,2145.87,284885,6460079,1218330865
2011/07/06,2171.19,2156.94,2171.19,2155.33,275940,7277886,1223542028
2011/07/07,2180.59,2167.18,2184.94,2165.15,355587,8239765,1228757573
2011/07/08,2180.35,2192.83,2192.83,2173.96,323024,9318017,1228916647
2011/07/11,2157.16,2167.94,2171.29,2151.84,240691,5615933,1216062170
2011/07/12,2109.73,2131.07,2136.98,2107.95,286417,6246443,1189654998
2011/07/13,2129.64,2117.12,2129.64,2107.63,306087,6569547,1200628389
2011/07/14,2130.07,2119.06,2130.08,2105.24,307418,8198559,1201192340
2011/07/15,2145.20,2123.57,2145.20,2123.00,272103,6111820,1209584112
2011/07/18,2130.48,2149.97,2149.97,2121.73,329001,6095542,1201282997
2011/07/19,2130.21,2127.13,2140.44,2123.43,303460,6156964,1201201490
2011/07/20,2154.95,2158.88,2164.22,2149.25,373914,8387524,1215223405
2011/07/21,2145.04,2153.94,2155.49,2135.66,362340,7342152,1209551460
2011/07/22,2171.23,2162.00,2171.24,2153.49,412964,7351118,1224620562
2011/07/25,2150.48,2154.00,2158.35,2146.99,341969,5931765,1213021926
2011/07/26,2168.70,2163.08,2168.70,2148.22,330151,6704314,1223228483
2011/07/27,2174.31,2152.66,2174.73,2151.84,297092,6319515,1226284498
2011/07/28,2155.85,2138.61,2160.44,2138.61,299515,5882751,1215976556
2011/07/29,2133.21,2159.27,2159.27,2133.21,328774,6020141,1203578277
2011/08/01,2172.31,2160.09,2173.28,2158.24,262846,6427039,1225742990
2011/08/02,2121.27,2152.85,2155.44,2114.75,350312,7695653,1197148101
2011/08/03,2066.26,2079.19,2080.76,2056.53,434482,8044964,1166087623
2011/08/04,2018.47,2067.17,2071.03,2015.23,356391,7657734,1139294680
2011/08/05,1943.75,1937.17,1966.73,1920.67,480968,10397344,1097159530
2011/08/08,1869.45,1916.57,1939.92,1800.00,571105,10810135,1055252387
2011/08/09,1801.35,1807.88,1828.63,1684.68,684991,13504985,1016755822
2011/08/10,1806.24,1877.40,1877.40,1802.29,486308,11197248,1019901953
2011/08/11,1817.44,1733.92,1832.48,1733.92,438895,8888936,1026226215
2011/08/12,1793.31,1844.13,1847.12,1788.97,468854,8993165,1012639818
2011/08/16,1879.87,1850.53,1879.87,1848.82,423450,7092013,1061488081
2011/08/17,1892.67,1868.85,1906.61,1868.60,430980,6368751,1068514035
2011/08/18,1860.58,1891.82,1894.94,1833.34,503354,8460599,1050327510
2011/08/19,1744.88,1789.78,1797.18,1744.86,503835,9509813,985507692
2011/08/22,1710.70,1756.59,1763.64,1704.54,420268,7281790,966478199
2011/08/23,1776.68,1735.23,1781.92,1719.97,428457,8096576,1003576643
2011/08/24,1754.78,1788.39,1799.11,1744.07,412561,7759920,991373084
2011/08/25,1764.58,1791.08,1803.77,1762.79,398182,6039178,997486130
2011/08/26,1778.95,1754.39,1782.90,1754.39,310994,4950928,1005706804
2011/08/29,1829.50,1807.60,1836.66,1787.29,339096,6499782,1033964422
2011/08/30,1843.82,1853.77,1863.51,1835.65,493171,6518538,1042182129
2011/08/31,1880.11,1846.89,1880.11,1837.82,410350,6548723,1062663271
