date,closing_price,starting_price,high_price,low_price,trans_thd,trans_vol_mil,mkt_cap_mil
2013/02/08,1950.90,1930.00,1955.86,1929.81,291212,3960734,1129687562
2013/02/12,1945.79,1958.46,1958.65,1943.63,307483,2861517,1126961885
2013/02/13,1976.07,1952.86,1976.07,1950.58,331013,3703288,1144284845
2013/02/14,1979.61,1977.42,1986.14,1972.80,336033,3426843,1146555705
2013/02/15,1981.18,1981.06,1982.76,1976.12,598838,3999456,1147857117
2013/02/18,1981.91,1979.42,1985.41,1973.65,420693,2874478,1147919470
2013/02/19,1985.83,1981.96,1990.09,1979.85,344264,2815270,1150149017
2013/02/20,2024.64,1997.04,2024.64,1995.31,407731,4902333,1172627728
2013/02/21,2015.22,2014.50,2021.24,2010.91,391186,4021614,1166923925
2013/02/22,2018.89,2007.34,2029.44,2006.59,409122,4050817,1169218444
2013/02/25,2009.52,2022.51,2022.77,2008.78,338229,3171218,1163524091
2013/02/26,2000.01,1993.12,2005.86,1991.96,433410,3594864,1157937941
2013/02/27,2004.04,2008.94,2014.96,1999.65,417074,3529938,1160169475
2013/02/28,2026.49,2019.05,2030.85,2016.15,421958,4196153,1173192547
2013/03/04,2013.15,2028.55,2029.32,2011.09,357436,4381358,1165805726
2013/03/05,2016.61,2022.41,2031.65,2016.60,491945,3819824,1167859319
2013/03/06,2020.74,2033.17,2033.89,2016.65,395369,4112573,1170295115
2013/03/07,2004.40,2018.63,2018.63,1998.29,386477,3723377,1160519860
2013/03/08,2006.01,2001.97,2007.37,1994.25,312058,3614261,1161386962
2013/03/11,2003.35,2000.57,2006.30,1982.38,398284,3840014,1160013381
2013/03/12,1993.34,2006.84,2007.44,1990.17,390222,3353388,1154250683
2013/03/13,1999.73,1994.79,1999.73,1988.19,353043,3496866,1158212809
2013/03/14,2002.13,2000.07,2002.13,1978.57,330921,4164053,1159494856
2013/03/15,1986.50,2009.71,2009.71,1985.91,307400,5289392,1150618650
2013/03/18,1968.18,1974.71,1982.92,1968.18,304266,3962518,1139864464
2013/03/19,1978.56,1978.41,1989.46,1973.23,326790,3719502,1146187755
2013/03/20,1959.41,1969.19,1978.17,1959.40,332896,3827538,1135121324
2013/03/21,1950.82,1969.30,1973.26,1950.82,262865,3592258,1130245565
2013/03/22,1948.71,1949.03,1956.33,1946.05,259617,3380255,1129142026
2013/03/25,1977.67,1968.85,1981.75,1968.14,276300,3464867,1145937243
2013/03/26,1983.70,1976.81,1990.23,1975.60,298849,4009408,1149442317
2013/03/27,1993.44,1991.91,1996.56,1973.72,362612,3904751,1154906916
2013/03/28,1993.52,1989.70,1995.31,1985.45,367681,3474997,1154966955
2013/03/29,2004.89,2007.12,2013.21,2003.96,341600,3482485,1161664022
2013/04/01,1995.99,2009.94,2010.15,1994.54,269152,2623899,1156365856
2013/04/02,1986.15,1996.81,2001.78,1973.27,496115,4489984,1150919004
2013/04/03,1983.22,1990.71,1992.40,1972.02,396383,4345089,1149188579
2013/04/04,1959.45,1963.39,1965.19,1938.89,415397,4710366,1135677591
2013/04/05,1927.23,1948.33,1952.10,1916.77,372650,4924576,1117250181
2013/04/08,1918.69,1927.04,1933.95,1918.69,313346,3996922,1112641816
2013/04/09,1920.74,1918.13,1934.74,1901.96,356633,3887652,1114217952
2013/04/10,1935.58,1933.73,1939.19,1923.43,320151,4234863,1122790871
2013/04/11,1949.80,1944.53,1949.80,1926.54,386578,4794566,1131170162
2013/04/12,1924.23,1954.22,1956.21,1919.90,407384,5009019,1116543051
2013/04/15,1920.45,1916.06,1927.72,1907.35,332949,4295489,1114218879
2013/04/16,1922.21,1900.18,1926.65,1896.69,393055,5468460,1115146719
2013/04/17,1923.84,1934.61,1934.82,1910.78,415255,5357147,1116209168
2013/04/18,1900.06,1916.55,1919.53,1900.05,343475,4283588,1102587293
2013/04/19,1906.75,1899.35,1910.24,1888.30,331261,4506379,1106458900
2013/04/22,1926.31,1903.97,1926.31,1901.98,258760,3708314,1117660686
2013/04/23,1918.63,1924.43,1924.79,1908.77,260475,3530275,1113588807
2013/04/24,1935.31,1931.06,1939.35,1921.03,341103,4432548,1123145299
2013/04/25,1951.60,1937.88,1951.66,1935.81,334964,4598111,1132526986
2013/04/26,1944.56,1949.92,1951.86,1942.37,280159,4068279,1125822987
2013/04/29,1940.70,1948.87,1948.97,1934.68,266047,3648041,1123442141
2013/04/30,1963.95,1947.07,1967.06,1946.99,403076,4974715,1137603875
2013/05/02,1957.21,1961.67,1966.68,1954.28,349694,4181073,1133905237
2013/05/03,1965.71,1967.88,1968.04,1953.40,312534,4226194,1138986144
2013/05/06,1961.48,1977.44,1983.64,1960.14,294946,3940973,1136983152
2013/05/07,1954.35,1962.28,1962.87,1951.27,299865,3652250,1132276841
2013/05/08,1956.45,1961.73,1964.08,1952.38,337936,4150810,1133671416
2013/05/09,1979.45,1963.61,1982.32,1961.50,332552,5053128,1147349139
2013/05/10,1944.75,1975.48,1975.48,1944.75,283839,4269864,1127552244
2013/05/13,1948.70,1936.86,1948.70,1935.57,251572,3123214,1130139084
2013/05/14,1968.83,1954.39,1972.50,1954.13,328476,4142333,1142328051
2013/05/15,1971.26,1971.96,1972.44,1963.52,246959,3802990,1143926905
2013/05/16,1986.81,1980.03,1991.98,1980.03,322202,4877407,1153610816
2013/05/20,1982.43,1990.36,1991.27,1982.43,274387,4416784,1152804334
2013/05/21,1981.09,1994.02,1995.10,1976.17,245783,3788271,1152767119
2013/05/22,1993.83,1991.76,1998.70,1987.23,326447,4533886,1159571377
2013/05/23,1969.19,1985.91,1991.35,1969.19,342936,4646225,1145194694
2013/05/24,1973.45,1979.35,1979.93,1961.59,273552,3715204,1147532278
2013/05/27,1979.97,1974.59,1984.13,1971.53,256076,2983328,1151412148
2013/05/28,1986.22,1983.58,1991.20,1978.89,311410,3904894,1155012831
2013/05/29,2001.20,1993.69,2009.43,1992.68,362633,4753537,1163572273
2013/05/30,2000.10,1999.83,2008.23,1997.84,435687,5113490,1163762659
2013/05/31,2001.05,2009.25,2013.29,2000.82,397506,5363927,1164218037
2013/06/03,1989.57,1993.11,2000.56,1989.51,333504,3677704,1156984540
2013/06/04,1989.51,1998.38,1999.73,1979.42,334900,3984004,1156404299
2013/06/05,1959.19,1988.94,1989.29,1959.19,340501,4541747,1139394675
2013/06/07,1923.85,1953.83,1954.82,1923.84,341120,5503416,1117571379
2013/06/10,1932.70,1927.19,1934.92,1923.59,271732,3767751,1122836445
2013/06/11,1920.68,1933.10,1933.34,1910.05,288160,4438074,1115447452
2013/06/12,1909.91,1913.60,1921.54,1907.29,253382,3435834,1109673608
2013/06/13,1882.73,1905.10,1911.04,1881.24,306431,5090299,1094042721
2013/06/14,1889.24,1895.77,1896.60,1881.50,279281,3531111,1097671145
2013/06/17,1883.10,1889.45,1897.70,1878.40,264449,3269889,1094084169
2013/06/18,1900.62,1887.72,1900.63,1872.70,278590,3431625,1104303671
2013/06/19,1888.31,1899.50,1899.50,1883.41,279751,3320371,1097284518
2013/06/20,1850.49,1864.37,1873.18,1844.41,355762,4403154,1075097288
2013/06/21,1822.83,1806.40,1823.99,1806.02,290459,5016380,1059243089
2013/06/24,1799.01,1821.22,1821.22,1798.98,220937,3170128,1045767756
2013/06/25,1780.63,1790.33,1807.62,1770.53,332240,4462928,1034842516
2013/06/26,1783.45,1799.74,1799.74,1772.49,296936,4291538,1037012895
2013/06/27,1834.70,1809.55,1839.52,1809.40,286261,4189195,1067530899
2013/06/28,1863.32,1844.60,1864.09,1844.60,251086,4464976,1084216314
2013/07/01,1855.73,1851.57,1866.63,1850.03,220875,3037859,1079755041
2013/07/02,1855.02,1861.26,1867.18,1850.29,483157,3895815,1078800375
2013/07/03,1824.66,1854.29,1860.46,1823.10,405797,3773792,1061220053
2013/07/04,1839.14,1830.49,1840.38,1825.62,313016,3157936,1069330149
2013/07/05,1833.31,1848.97,1857.39,1828.75,285636,3778605,1065611605
2013/07/08,1816.85,1830.81,1840.57,1809.72,303581,3586498,1055955742
2013/07/09,1830.35,1828.63,1831.35,1815.03,257901,3169263,1063799729
2013/07/10,1824.16,1835.94,1836.91,1818.94,267902,3284077,1060272376
2013/07/11,1877.60,1840.34,1877.60,1840.34,331466,3999957,1091690784
2013/07/12,1869.98,1873.66,1873.66,1863.40,265986,3490852,1087516259
2013/07/15,1875.16,1870.26,1877.46,1847.82,330028,3187406,1090687661
2013/07/16,1866.36,1875.53,1875.68,1860.37,303330,2998516,1085812119
2013/07/17,1887.49,1871.29,1894.70,1856.55,382917,4022467,1097943788
2013/07/18,1875.48,1883.07,1885.01,1870.78,380292,3520563,1092229858
2013/07/19,1871.41,1880.44,1881.40,1861.43,319620,3633387,1089440290
2013/07/22,1880.35,1880.81,1894.41,1873.17,356944,3651968,1094411490
2013/07/23,1904.15,1890.55,1904.15,1885.57,352402,4347626,1108262924
2013/07/24,1912.08,1904.07,1914.41,1901.15,322150,3546452,1113033436
2013/07/25,1909.61,1906.57,1913.91,1904.44,311997,3901940,1111781427
2013/07/26,1910.81,1912.05,1915.97,1902.47,320158,3865050,1112185944
2013/07/29,1899.89,1908.66,1912.57,1899.02,337586,4251052,1105825306
2013/07/30,1917.05,1901.88,1917.11,1900.54,366881,3597795,1115962494
2013/07/31,1914.03,1915.47,1920.60,1910.82,384142,4082140,1114570889
2013/08/01,1920.74,1916.56,1925.32,1906.74,336061,3637309,1118344706
2013/08/02,1923.38,1936.26,1939.28,1920.98,298152,4040964,1120302447
2013/08/05,1916.22,1920.83,1925.60,1915.69,233985,2761888,1116329229
2013/08/06,1906.62,1914.06,1914.06,1895.87,294649,3495318,1110767727
2013/08/07,1878.33,1892.47,1895.50,1878.33,312431,3564849,1094186637
2013/08/08,1883.97,1884.58,1896.07,1879.13,338168,3685849,1097598670
2013/08/09,1880.71,1884.57,1888.79,1876.07,283475,3540885,1095958729
2013/08/12,1884.83,1878.50,1894.42,1878.33,297512,3100505,1098124277
2013/08/13,1913.03,1893.42,1913.03,1890.78,362604,4108405,1115161524
2013/08/14,1923.91,1912.59,1925.10,1908.92,363325,4112711,1122009055
2013/08/16,1920.11,1903.72,1927.59,1901.70,348502,3772941,1120558042
2013/08/19,1917.64,1917.32,1918.71,1909.80,302123,3345600,1118784577
2013/08/20,1887.85,1910.30,1923.42,1885.93,350351,4262101,1101748112
2013/08/21,1867.46,1891.01,1894.74,1863.60,411236,4311941,1089791973
2013/08/22,1849.12,1847.94,1858.50,1838.52,425947,4284094,1079283752
2013/08/23,1870.16,1861.58,1876.14,1854.67,374963,3901636,1091377242
2013/08/26,1887.86,1876.59,1890.38,1876.59,316295,3304216,1101705255
2013/08/27,1885.84,1883.71,1896.63,1881.44,409263,3771554,1100572387
2013/08/28,1884.52,1862.51,1885.35,1861.56,378294,3441946,1099618237
2013/08/29,1907.54,1892.03,1914.90,1891.59,301696,4794557,1116639956
2013/08/30,1926.36,1918.91,1926.37,1910.37,300931,5106302,1128186068
2013/09/02,1924.81,1925.32,1932.46,1921.01,243989,3476993,1126896999
2013/09/03,1933.74,1934.24,1940.99,1928.09,300060,4078554,1131601423
2013/09/04,1933.03,1929.60,1938.26,1921.93,284191,4100970,1131372891
2013/09/05,1951.65,1943.66,1954.21,1937.82,286744,4491993,1142101029
2013/09/06,1955.31,1954.11,1962.15,1949.01,324987,4313481,1144367011
2013/09/09,1974.67,1964.09,1974.67,1962.62,270737,4513740,1155210813
2013/09/10,1994.06,1978.08,1994.06,1974.59,264328,5438042,1166207819
2013/09/11,2003.85,1995.96,2003.85,1987.40,299412,4630469,1172067141
2013/09/12,2004.06,2004.67,2017.48,1995.16,359256,6694453,1172233803
2013/09/13,1994.32,1994.95,2004.87,1992.26,253920,4018597,1166419019
2013/09/16,2013.37,2011.69,2018.02,2004.45,248501,4123681,1178297790
2013/09/17,2005.58,2009.31,2009.31,1994.31,264662,4325668,1173129129
2013/09/23,2009.41,2000.72,2015.18,1994.77,249540,5091612,1175205663
2013/09/24,2007.10,2001.51,2011.11,1990.36,309360,4253699,1173541498
2013/09/25,1998.06,2004.53,2006.88,1988.87,294753,4393043,1168835688
2013/09/26,2007.32,1992.10,2007.32,1991.10,255553,3998832,1174108692
2013/09/27,2011.80,2012.26,2016.34,2008.25,282342,4167116,1176651142
2013/09/30,1996.96,2002.02,2005.41,1994.22,292784,4187246,1167983077
2013/10/01,1998.87,1997.62,2012.52,1991.22,281273,3901939,1169026733
2013/10/02,1999.47,2012.07,2012.82,1999.02,238252,4378234,1170019740
2013/10/04,1996.98,1999.92,2004.65,1985.63,241066,4325025,1168813449
2013/10/07,1994.42,1997.17,2002.61,1991.02,249767,3435894,1167479562
2013/10/08,2002.76,1987.97,2002.78,1981.21,329570,4244447,1172608965
2013/10/10,2001.40,2000.91,2010.00,1997.66,222678,3994657,1172144212
2013/10/11,2024.90,2018.01,2028.11,2012.66,254286,4723740,1185550555
2013/10/14,2020.27,2026.07,2026.79,2019.65,220739,3629371,1182866225
2013/10/15,2040.96,2034.69,2045.50,2033.84,233625,4089309,1195360367
2013/10/16,2034.61,2040.03,2049.50,2033.75,267494,4500343,1191320797
2013/10/17,2040.61,2051.19,2052.44,2035.96,306925,4897614,1195012616
2013/10/18,2052.40,2046.56,2052.40,2041.36,257592,4489538,1201648691
2013/10/21,2053.01,2054.16,2060.18,2047.83,281928,4150876,1202158775
2013/10/22,2056.12,2051.01,2056.12,2045.45,378783,4804581,1204010754
2013/10/23,2035.75,2062.81,2063.28,2035.75,367991,5363363,1192377257
2013/10/24,2046.69,2034.96,2046.69,2027.93,254851,3815456,1198492789
2013/10/25,2034.39,2047.46,2047.46,2023.82,234838,4032298,1191286127
2013/10/28,2048.14,2037.28,2048.14,2030.90,257528,3938574,1199879847
2013/10/29,2051.76,2046.67,2053.78,2039.46,307654,3634698,1202192038
2013/10/30,2059.58,2055.00,2059.58,2043.93,263429,4219985,1210746392
2013/10/31,2030.09,2050.96,2055.59,2030.09,254504,4547712,1193781142
2013/11/01,2039.42,2037.25,2041.23,2030.57,294190,3657015,1199505101
2013/11/04,2025.17,2035.08,2035.84,2022.91,235243,3529048,1191456177
2013/11/05,2013.93,2027.62,2029.60,2010.20,257824,3560407,1184949401
2013/11/06,2013.67,2015.32,2023.52,2011.41,273687,3985662,1185252602
2013/11/07,2004.04,2014.85,2017.55,2000.60,310947,3714066,1179655618
2013/11/08,1984.87,1987.21,1998.59,1984.86,287309,4559408,1168529970
2013/11/11,1977.30,1995.86,1995.86,1973.05,286217,3410526,1164304748
2013/11/12,1995.48,1983.94,2000.41,1983.89,247355,3247241,1175662116
2013/11/13,1963.56,1993.16,1993.16,1963.56,251537,3512885,1156389159
2013/11/14,1967.56,1980.20,1981.89,1963.42,323107,3810480,1159172087
2013/11/15,2005.64,1980.99,2006.31,1980.99,264691,3714811,1181428720
2013/11/18,2010.81,2014.24,2018.17,2009.76,313967,3090012,1185243686
2013/11/19,2031.64,2009.95,2033.91,2009.47,402796,4303735,1197407145
2013/11/20,2017.24,2028.34,2029.61,2010.74,334803,4465360,1188364623
2013/11/21,1993.78,2013.71,2013.71,1985.65,292666,3323343,1174753347
2013/11/22,2006.23,2002.15,2011.20,1992.48,350985,3543776,1181439809
2013/11/25,2015.98,2020.00,2031.11,2015.98,295512,3117501,1187432873
2013/11/26,2022.64,2008.19,2022.66,1998.90,275309,3474546,1190624549
2013/11/27,2028.81,2016.28,2028.81,2010.84,284075,4006049,1194332357
2013/11/28,2045.77,2039.73,2047.66,2037.73,276271,4118739,1204595427
2013/11/29,2044.87,2044.85,2050.70,2038.46,245371,3429544,1204177351
2013/12/02,2030.78,2050.45,2052.88,2029.10,229692,3273687,1196240276
2013/12/03,2009.36,2023.62,2028.07,2008.55,294947,3753760,1184027197
2013/12/04,1986.80,1998.69,2006.71,1986.80,230327,3645118,1171088722
2013/12/05,1984.77,1993.73,1994.32,1971.44,217668,3420746,1169904929
2013/12/06,1980.41,1982.99,1990.55,1980.40,201897,3329453,1166680545
2013/12/09,2000.38,2000.52,2003.97,1997.58,230269,3066473,1178210602
2013/12/10,1993.45,2000.03,2001.33,1989.41,200955,3073437,1174575975
2013/12/11,1977.97,1987.22,2000.15,1972.87,231374,3519643,1166361600
2013/12/12,1967.93,1966.44,1970.51,1958.99,255084,4082828,1161407641
2013/12/13,1962.91,1963.04,1963.81,1947.44,234102,3788319,1158225847
2013/12/16,1961.15,1960.60,1970.25,1956.63,213506,2987690,1157484195
2013/12/17,1965.74,1977.94,1979.62,1962.22,253888,3811258,1160168228
2013/12/18,1974.63,1971.85,1982.42,1966.18,258664,3877244,1165258056
2013/12/19,1975.65,1996.79,1997.02,1969.95,255817,3869648,1166222898
2013/12/20,1983.35,1973.12,1984.44,1972.59,247065,3266872,1171122108
2013/12/23,1996.89,1993.45,2000.07,1989.00,222998,3233607,1178966725
2013/12/24,2001.59,2000.24,2007.34,1994.34,214694,3263759,1181164013
2013/12/26,1999.30,2004.25,2009.96,1997.34,230531,3269851,1179612714
2013/12/27,2002.28,1994.05,2004.55,1987.58,207767,2953686,1181350647
2013/12/30,2011.34,2004.32,2011.34,1998.61,172231,3261548,1185973724
2014/01/02,1967.19,2013.11,2013.89,1967.19,207770,4309772,1159892814
2014/01/03,1946.14,1963.72,1964.63,1936.15,188529,3997968,1147185473
2014/01/06,1953.28,1947.62,1961.85,1943.74,193630,3647066,1151821444
2014/01/07,1959.44,1947.65,1965.74,1947.08,193027,3686916,1155148368
2014/01/08,1958.96,1965.50,1966.95,1950.02,217070,4362641,1155336478
2014/01/09,1946.11,1962.30,1964.59,1946.11,276402,4700223,1147927559
2014/01/10,1938.54,1949.53,1956.97,1931.16,262993,4501003,1143204026
2014/01/13,1948.92,1947.38,1954.07,1942.83,267942,3356428,1148897376
2014/01/14,1946.07,1942.79,1961.73,1939.31,244063,3521774,1147401414
2014/01/15,1953.28,1956.43,1956.84,1945.87,250867,3831057,1150706047
2014/01/16,1957.32,1957.91,1965.27,1955.79,379567,3481407,1152865766
2014/01/17,1944.48,1958.50,1962.64,1943.13,260911,3334538,1145571788
2014/01/20,1953.78,1945.99,1955.28,1934.38,279527,2870463,1150713348
2014/01/21,1963.89,1955.26,1965.43,1949.56,289327,3344664,1156970056
2014/01/22,1970.42,1960.46,1970.42,1959.57,243857,3534708,1160859115
2014/01/23,1947.59,1968.77,1969.04,1947.01,229385,3510341,1147763645
2014/01/24,1940.56,1941.55,1947.01,1924.49,279237,4517695,1145070242
2014/01/27,1910.34,1905.91,1918.68,1899.76,340433,4415731,1126909522
2014/01/28,1916.93,1907.18,1919.26,1904.05,270495,4203369,1131142939
2014/01/29,1941.15,1925.93,1941.71,1925.52,219931,4474473,1145521359
2014/02/03,1919.96,1930.09,1931.81,1917.64,229649,3978605,1133350198
2014/02/04,1886.85,1894.96,1898.08,1885.53,250976,4537324,1113660661
2014/02/05,1891.32,1897.95,1901.40,1888.47,244029,3962750,1116573655
2014/02/06,1907.89,1897.35,1910.91,1897.35,259441,4100991,1126361443
2014/02/07,1922.50,1922.45,1923.25,1910.90,272962,4472645,1134992271
2014/02/10,1923.30,1928.13,1928.39,1916.40,207959,3246751,1135246423
2014/02/11,1932.06,1924.45,1935.29,1920.55,226381,3421273,1140585899
2014/02/12,1935.84,1942.23,1942.23,1933.54,225374,3648993,1143419058
2014/02/13,1926.96,1936.62,1944.73,1924.39,187857,2968183,1138106027
2014/02/14,1940.28,1930.14,1946.81,1930.14,216591,3270026,1147041419
2014/02/17,1946.36,1951.74,1955.04,1942.94,215468,3439629,1150542879
2014/02/18,1946.91,1946.88,1951.06,1935.60,200447,2773013,1151092003
2014/02/19,1942.93,1944.70,1944.70,1932.44,213564,3119311,1149193005
2014/02/20,1930.57,1932.90,1941.13,1927.53,232323,3904855,1141966182
2014/02/21,1957.83,1948.03,1957.83,1946.68,216316,3600765,1159141464
2014/02/24,1949.05,1958.06,1961.41,1943.86,193814,2944617,1153967952
2014/02/25,1964.86,1958.30,1964.86,1955.70,226039,3975946,1162958605
2014/02/26,1970.77,1963.45,1973.88,1955.92,209148,3986950,1166730716
2014/02/27,1978.43,1969.85,1980.37,1965.70,201056,3877560,1171847901
2014/02/28,1979.99,1976.48,1981.15,1972.65,252826,4878448,1173450011
2014/03/03,1964.69,1967.90,1969.16,1955.11,222622,3469132,1164446936
2014/03/04,1954.11,1954.58,1963.56,1952.61,200370,3113422,1158112097
2014/03/05,1971.24,1973.28,1977.30,1970.28,197699,3626531,1168716655
2014/03/06,1975.62,1973.67,1975.62,1968.17,193740,3410649,1171515309
2014/03/07,1974.68,1979.70,1983.53,1968.66,231557,3515860,1171060533
2014/03/10,1954.42,1967.63,1967.66,1951.96,214944,3440604,1159472446
2014/03/11,1963.87,1957.22,1963.87,1951.20,247468,3473789,1164815468
2014/03/12,1932.54,1957.67,1958.09,1930.48,329924,4312315,1146460580
2014/03/13,1934.38,1940.35,1946.28,1931.75,259620,4479877,1147366864
2014/03/14,1919.90,1916.07,1927.89,1913.64,254026,4059805,1138300480
2014/03/17,1927.53,1921.15,1928.43,1919.61,214930,3314520,1142264281
2014/03/18,1940.21,1941.12,1946.14,1931.83,274288,3630380,1149414871
2014/03/19,1937.68,1947.34,1948.15,1935.27,249083,3439445,1147631632
2014/03/20,1919.52,1934.15,1934.63,1919.37,220601,3338319,1136823563
2014/03/21,1934.94,1930.24,1935.18,1927.85,252871,3505573,1149659070
2014/03/24,1945.55,1937.06,1950.54,1937.06,228281,3312591,1155825063
2014/03/25,1941.25,1940.90,1946.09,1936.62,225161,3784243,1152682778
2014/03/26,1964.31,1954.60,1965.44,1953.69,248946,4037196,1166858037
2014/03/27,1977.97,1963.66,1979.70,1963.10,218061,3995924,1177397398
2014/03/28,1981.00,1972.63,1985.50,1971.25,244600,3446079,1179689111
2014/03/31,1985.61,1988.73,1989.80,1973.05,241041,4468746,1182487723
2014/04/01,1991.98,1983.78,1991.98,1976.06,214642,3928822,1185785443
2014/04/02,1997.25,2000.13,2001.26,1995.08,220913,3990737,1188798733
2014/04/03,1993.70,1999.42,2007.88,1992.16,225726,4246353,1187580409
2014/04/04,1988.09,1987.84,1993.96,1985.76,225636,4084987,1184376735
2014/04/07,1989.70,1984.29,1992.18,1978.63,186350,3728397,1185203842
2014/04/08,1993.03,1977.61,1994.58,1977.61,218149,3764184,1187174800
2014/04/09,1998.95,1997.98,2001.15,1992.12,233699,4788022,1190172635
2014/04/10,2008.61,2007.71,2008.98,1995.79,232447,4238894,1196039755
2014/04/11,1997.44,1985.28,1997.44,1985.16,218126,3558322,1189691462
2014/04/14,1997.02,1993.81,2001.00,1993.07,205712,2950553,1189276141
2014/04/15,1992.27,2008.49,2009.04,1990.34,194527,3499220,1186722341
2014/04/16,1992.21,1994.31,1995.86,1986.25,230741,3310621,1186827071
2014/04/17,1992.05,2000.47,2001.29,1984.98,200186,2909693,1186479050
2014/04/18,2004.28,1998.52,2005.22,1998.26,206507,2819027,1193488635
2014/04/21,1999.22,2006.21,2006.95,1993.53,205579,2224803,1190468906
2014/04/22,2004.22,2000.94,2004.42,1991.47,212020,3146989,1193370731
2014/04/23,2000.37,2010.06,2013.09,1999.78,241735,4199638,1191105814
2014/04/24,1998.34,2006.38,2007.17,1993.18,235075,3606129,1190474482
2014/04/25,1971.66,1996.61,1996.64,1971.66,208364,3799283,1174879181
2014/04/28,1969.26,1969.04,1976.56,1969.04,168833,2847285,1173235833
2014/04/29,1964.77,1974.67,1976.17,1960.36,177609,3042953,1170173959
2014/04/30,1961.79,1973.56,1974.33,1955.15,227318,3929405,1168022515
2014/05/02,1959.44,1966.29,1968.50,1956.32,179541,3311796,1166905543
2014/05/07,1939.88,1964.19,1964.19,1939.55,193041,3640810,1155215338
2014/05/08,1950.60,1945.94,1950.60,1934.72,222431,3990941,1162106102
2014/05/09,1956.55,1953.48,1958.34,1949.64,205210,3484374,1165867751
2014/05/12,1964.94,1956.26,1966.64,1950.91,201644,3790541,1171779409
2014/05/13,1982.93,1973.08,1988.41,1969.60,242163,3754720,1182730515
2014/05/14,2010.83,1990.99,2010.85,1990.79,233872,3783903,1199185952
2014/05/15,2010.20,2007.88,2015.37,2006.38,259392,3463925,1198705189
2014/05/16,2013.44,2003.48,2013.44,1997.27,232530,4068564,1200657575
2014/05/19,2015.14,2013.79,2015.53,2002.89,265596,4486142,1203926336
2014/05/20,2011.26,2011.85,2014.46,2004.32,248337,3912590,1201975284
2014/05/21,2008.33,2003.48,2015.63,2001.74,224091,3402512,1200117082
2014/05/22,2015.59,2015.41,2022.59,2011.60,231079,3663770,1205229332
2014/05/23,2017.17,2013.09,2017.96,2011.76,241806,3171820,1205425595
2014/05/26,2010.35,2016.21,2020.96,2008.14,196576,2724855,1200835265
2014/05/27,1997.63,2014.87,2016.73,1988.44,221792,2756316,1193473387
2014/05/28,2017.06,2000.26,2017.06,1997.89,210651,3321719,1204945765
2014/05/29,2012.26,2020.67,2021.96,2009.23,228539,3689730,1203222657
2014/05/30,1994.96,2015.37,2019.17,1994.96,247325,5225528,1192616535
2014/06/02,2002.00,1998.81,2006.93,1995.69,265591,3161273,1196965465
2014/06/03,2008.56,2006.31,2008.56,1990.72,266745,4885634,1200537779
2014/06/05,1995.48,2007.20,2007.20,1986.95,222092,5144478,1193090538
2014/06/09,1990.04,2004.73,2008.86,1986.53,209610,4571158,1188827320
2014/06/10,2011.80,2000.89,2011.87,1996.21,234933,3923313,1201875160
2014/06/11,2014.67,2009.51,2016.78,2006.73,238049,3885296,1203071979
2014/06/12,2011.65,2013.60,2015.80,2003.57,251876,4272657,1200875452
2014/06/13,1990.85,2005.55,2005.55,1984.04,223113,3563016,1187881505
2014/06/16,1993.59,1986.86,1995.86,1985.30,233604,4477999,1189532355
2014/06/17,2001.55,1994.89,2002.96,1991.53,236597,3624572,1194598365
2014/06/18,1989.49,2002.26,2002.26,1987.03,216850,3461771,1187513869
2014/06/19,1992.03,1994.23,1999.11,1985.89,257886,4106727,1188805113
2014/06/20,1968.07,1990.71,1990.73,1965.12,232659,4818547,1175231501
2014/06/23,1974.92,1975.10,1980.31,1971.61,231738,3413606,1179863856
2014/06/24,1994.35,1976.24,1998.31,1976.24,250605,3664549,1191474710
2014/06/25,1981.77,1992.69,1993.60,1980.78,336654,3377439,1185269808
2014/06/26,1995.05,1983.00,1997.08,1982.48,273508,3888526,1193162601
2014/06/27,1988.51,1990.90,1997.01,1983.88,218845,3395119,1189211533
2014/06/30,2002.21,1996.13,2002.21,1992.65,201128,2989877,1197216680
2014/07/01,1999.00,1993.29,1999.00,1987.89,238871,3004955,1195109536
2014/07/02,2015.28,2008.00,2016.36,2002.40,318423,3854655,1204968688
2014/07/03,2010.97,2015.99,2015.99,2007.86,259914,3515649,1202025896
2014/07/04,2009.66,2018.35,2018.35,2005.84,241514,3091701,1201174664
2014/07/07,2005.12,2007.53,2009.32,1998.03,228339,3060457,1197431476
2014/07/08,2006.66,2003.55,2009.22,1997.87,259357,3463333,1198251712
2014/07/09,2000.50,1997.57,2000.89,1992.42,272746,3767880,1194372170
2014/07/10,2002.84,2004.63,2006.50,1999.96,327639,3719177,1196159283
2014/07/11,1988.74,1988.93,1993.46,1985.53,277018,3625600,1188243362
2014/07/14,1993.88,1998.26,2001.11,1993.57,270389,3138080,1191685330
2014/07/15,2012.72,2004.93,2015.54,2004.49,361202,4151005,1203933125
2014/07/16,2013.48,2015.67,2018.05,2008.99,315167,3996303,1204405022
2014/07/17,2020.90,2020.52,2025.41,2018.77,322695,3930847,1209321504
2014/07/18,2019.42,2007.12,2019.42,2006.01,304521,3675088,1208349636
2014/07/21,2018.50,2028.02,2030.61,2016.42,274627,3283644,1207696011
2014/07/22,2028.93,2021.18,2028.93,2017.76,265888,3216327,1213663849
